original,translated,fuel,machine,others,part,price,service,clean_sentence
Fortuner Mobil irit bahan bakar dan nyaman hanya menggunakan biosolar mobil berjalan dengan sempurna dan terbukti dari Jakarta sampai Surabaya dua kali isi solar dan itupun masih bisa dipakai keliling kota Surabaya .,fortuner mobil irit bahan besmi lan nyaman naming ngangge biosolar mobil mlampah kaliyan sempurna lan kebukti saking jakarta dumugi surabaya kaping kalih isi solar lan puniku nggih taksih saged dipunangge keliling kitha surabaya .,positive,neutral,positive,neutral,neutral,neutral,fortuner mobil irit bahan besmi lan nyaman naming ngangge biosolar mobil mlampah kaliyan sempurna lan bukti saking jakarta dumugi surabaya kaping kalih isi solar lan pun nggih taksih saged dipunangge keliling kitha surabaya
"Pokok nya yamaha keren banget semakin di depan tetap yang terbaik motor nya nyaman dipakai , mesin nya halus , mau pria atau perempuan cocok deh pakai yamaha",pokokipun yamaha keren sanget saya ing ngajeng tetep ingkang paling sae motoripun nyaman dipunangge mesinipun lembat badhe jaler utawi estri cocok deh angge yamaha,neutral,positive,positive,neutral,neutral,neutral,pokok yamaha keren sanget saya ing ngajeng tetep ingkang paling sae motor nyaman dipunangge mesin lembat badhe jaler utawi estri cocok deh angge yamaha
Saya tunggu bertahun-tahun . kapan nih Daihatsu Sukabumi punya bengkel yang layak seperti Toyota dan Honda . yang ada sekarang jelek bukan main,kula tengga tetaunan . kala punapa niki daihatsu sukabumi gadhah bengkel ingkang prayogi kados toyota lan honda . ingkang wonten sapunika awon por sanget,neutral,neutral,neutral,neutral,neutral,negative,kula tengga tetaunan kala punapa nik daihatsu sukabumi gadhah bengkel ingkang prayogi kados toyota lan honda ingkang wonten sapunika awon por sanget
"Avanza lari nya juga lumayan kencang , di tol bisa mencapai 140 km / h.",avanza mlajengipun ugi lumayan kenceng ing tol saged dugi 140 km / h.,neutral,positive,neutral,neutral,neutral,neutral,avanza mlajengipun ugi lumayan kenceng ing tol saged dugi km h
"buat bensin fortuner enggak usah ditanya , saya isi penuh hari minggu , dan itu bisa dipakai sampai dua minggu ke depan . irit banget kan !",damel bensin fortuner mboten betah dipuntakeni kula isi kebak dinten ahad lan puniku saged dipunangge dumugi kalih minggu dhateng ngajeng . irit sanget kan !,neutral,positive,neutral,neutral,neutral,neutral,damel bensin fortuner mboten betah dipuntakeni kula isi bak dinten ahad lan pun saged dipunangge dumugi kalih minggu dhateng ngajeng irit sanget kan
Paling ok buat jalur semi off road dan tanjakan Terios,paling ok damel jalur semi off road lan inggah-inggah terios,neutral,positive,neutral,neutral,neutral,neutral,paling ok damel jalur semi off road lan inggahinggah terios
"dengan desain aerodinamis , yang membuat mobil Grand New Veloz sangat mudah dikendalikan ,",kaliyan desain aerodinamis ingkang ndamel mobil grand new veloz gampil sanget dikendalikan ,neutral,neutral,neutral,positive,neutral,neutral,kaliyan desain aerodinamis ingkang ndamel mobil grand new veloz gampil sanget kendali
mobilio bagus purnajual juga oke,mobilio sae purnajual ugi oke.,neutral,neutral,positive,neutral,positive,neutral,mobilio sae purnajual ugi oke
Hrv punya tetangga saya kok shock depan keras ya .,hrv gadhah tangga kula koh shock ngajeng atos|sora nggih .,neutral,neutral,neutral,negative,neutral,neutral,hrv gadhah tangga kula koh shock ngajeng atossora nggih
"Menurut saya untuk harga mobil sekelas nya , sampai saat ini mungkin IGNIS ini yang paling value for money .",midherek kula kangge regi mobil sekelasipun dumugi wekdal puniki mungkin ignis puniki ingkang paling value for money .,neutral,neutral,neutral,neutral,positive,neutral,midherek kula kangge regi mobil kelas dumugi wekdal puniki mungkin ignis puniki ingkang paling value for money
vario jauh lebih gesit daripada mio,vario tebih langkung gesit daripada mio.,neutral,negative,neutral,neutral,neutral,neutral,vario tebih langkung gesit daripada mio
Rush 2018 saya varian G AT suara mesin kasar .,rush 2018 kula varian g at suwanten mesin kasar .,neutral,negative,neutral,neutral,neutral,neutral,rush kula varian g at suwanten mesin kasar
"Avanza cuma menghabiskan sekitar 40 liter bensin untuk 700 km , bung . Irit parah ini sih .",avanza naming nelasaken sawentawis 40 liter bensin kangge 700 km bung . irit jahat puniki sih .,positive,neutral,neutral,neutral,neutral,neutral,avanza naming nelasaken sawentawis liter bensin kangge km bung irit jahat puniki sih
"Berarti Karimun Wagon R referensi nih bang , kebetulan lagi cari LCGC yang murah meriah harga pasaran nya",gadhah artos karimun wagon r referensi niki bang keleresan malih pados lcgc ingkang mirah meriah regi pasaranipun,neutral,neutral,neutral,neutral,positive,neutral,gadhah artos karimun wagon r referensi nik bang les malih pados lcgc ingkang mirah riah regi pasaranipun
hati-hati aja mobilio purnajual nya suka jatuh,atos-atos mawon mobilio purnajualipun remen dhawah,neutral,neutral,neutral,neutral,negative,neutral,atosatos mawon mobilio purnajual remen dhawah
"banyak hal menarik di mobil toyota calya ini , harga nya murah",kathah bab menarik ing mobil toyota calya puniki reginipun mirah,neutral,neutral,neutral,neutral,negative,neutral,kathah bab tarik ing mobil toyota calya puniki reginipun mirah
Kawasaki Athlete terasa klasik tetapi kurang menarik . kayak setengah-setengah,kawasaki athlete kraos klasik nanging kirang menarik . kados setengah-setengah,neutral,neutral,negative,neutral,neutral,neutral,kawasaki athlete kraos klasik nanging kirang tarik kados setengahsetengah
"Kesimpulan selama pake Fortuner VRZ kenyamanan perlu banget , interior indah jelas bikin betah di mobil",kesimpulan salami angge fortuner vrz kenyamanan betah sanget interior endah kantenan damel kraos ing mobil,neutral,neutral,positive,positive,neutral,neutral,simpul salam angge fortuner vrz nyaman betah sanget interior endah kantenan damel kraos ing mobil
Ini mobil avanza lebih boros daripada mobil BMW,puniki mobil avanza langkung boros daripada mobil bmw,positive,neutral,neutral,neutral,neutral,neutral,puniki mobil avanza langkung boros daripada mobil bmw
Selain elegan motor juga keren buat anak muda atau pun orang tua selain itu perawatan juga sangat mudah dan ditambah onderdil juga murah membuat saya mengagumi produk honda selain itu juga irit bahan bakar dengan mesin injeksi membuat mesin lebih awet dan tangguh buat perjalanan jauh pun mesin tetep oke,kejawi elegan motor ugi keren damel lare enem utawi nggih tiyang sepuh kejawi puniku perawatan ugi gampil sanget lan dipuntambah onderdil ugi mirah ndamel kula ngaosi produk honda kejawi puniku ugi irit bahan besmi kaliyan mesin injeksi ndamel mesin langkung awet lan tanggen damel perjalanan tebih nggih mesin tetep oke,positive,positive,neutral,positive,neutral,positive,jawi elegan motor ugi keren damel lare enem utawi nggih tiyang sepuh jawi pun awat ugi gampil sanget lan dipuntambah onderdil ugi mirah ndamel kula ngaosi produk honda jawi pun ugi irit bahan besmi kaliyan mesin injeksi ndamel mesin langkung awet lan tanggen damel jalan tebih nggih mesin tetep oke
"Bagus kali pelayanan astra daihatsu jalan sisingamangaraja ini . Servis mobil ganti oli , dapat cuci gratis !",sae kali pelayanan astra daihatsu mlampah sisingamangaraja puniki . servis mobil gantos oli angsal girah gratis !,neutral,neutral,neutral,neutral,neutral,positive,sae kali layan astra daihatsu mlampah sisingamangaraja puniki servis mobil gantos oli angsal girah gratis
Kegoblokan Nissan di GL ini mesin enggak dikasih Knock Sensor ( cuma alat satu doang pelit banget ) .,kegoblokan nissan ing gl puniki mesin mboten dipunsukani knock sensor ( naming pirantos setunggal mawon pelit sanget ) .,neutral,negative,neutral,neutral,neutral,neutral,goblok nissan ing gl puniki mesin mboten dipunsukani knock sensor naming pirantos tunggal mawon pelit sanget
Harga murah kualitas terjamin ertiga memang mobil yang mantap jaya,regi mirah kwalitet terjamin ertiga estu mobil ingkang mantep jaya,neutral,neutral,positive,neutral,positive,neutral,regi mirah kwalitet jamin ertiga estu mobil ingkang mantep jaya
Asli avanza saya boros akhir-akhir ini,asli avanza kula boros akhir-akhir puniki,negative,neutral,neutral,neutral,neutral,neutral,asli avanza kula boros akhirakhir puniki
"Setelah penggunaan beberapa waktu, motor ini sangat nyaman, empuk sekali melewati jalanan rusak, seperti lempeng begitu saja tanpa ada guncangan yang berarti.",sasampunipun panganggenan pinten-pinten wekdal motor puniki nyaman sanget empuk sanget nglangkungi margi risak kados lempeng kados puniku mawon tanpa wonten guncangan ingkang gadhah artos.,neutral,neutral,positive,neutral,neutral,neutral,sasampunipun panganggenan pintenpinten wekdal motor puniki nyaman sanget empuk sanget nglangkungi margi risak kados lempeng kados pun mawon tanpa wonten guncang ingkang gadhah artos
dengan menggunakan avanza yang super irit . pengeluaran saya pun bisa terjangkau .,kaliyan ngangge avanza ingkang super irit . pengeluaran kula nggih saged terjangkau .,positive,neutral,neutral,neutral,neutral,neutral,kaliyan ngangge avanza ingkang super irit keluar kula nggih saged jangkau
"nih mobil kalau dibawa mudik pasti nyaman, badan enggak pegal-pegal.",niki mobil menawi dipunbekta mudik mesthi nyaman badan mboten pegel-pegel.,neutral,neutral,positive,neutral,neutral,neutral,nik mobil menawi dipunbekta mudik mesthi nyaman badan mboten pegelpegel
"Saya berombongan pakai xenia 1.0 , ternyata tenaga xenia 1.0 juga oke punya",kula berombongan angge xenia 1.0  kasunyatanipun tenaga xenia 1.0 ugi oke gadhah,neutral,positive,neutral,neutral,neutral,neutral,kula rombong angge xenia kasunyatanipun tenaga xenia ugi oke gadhah
sigra juga kuat power nya untuk dibawa kebut-kebutan di jalan lintas sumatra yang kejam.,sigra ugi kiyat poweripun kangge dipunbekta kebut-kebutan ing ratan lintas sumatra ingkang kejam.,neutral,positive,neutral,neutral,neutral,neutral,sigra ugi kiyat poweripun kangge dipunbekta kebutkebutan ing rat lintas sumatra ingkang kejam
"gue pakai xenia li VVTi 2007 , ya sadar sajalah punya mobil murah meriah 1000 cc tuh",kula angge xenia li vvti 2007 nggih sadar mawon pun gadhah mobil mirah meriah 1000 cc niku,neutral,neutral,neutral,neutral,positive,neutral,kula angge xenia li vvti nggih sadar mawon pun gadhah mobil mirah riah cc niku
"Yamaha Nmax perawatan motor tidak ribet , dan harga nya terjangkau .",yamaha nmax perawatan motor mboten ribet lan reginipun terjangkau .,neutral,neutral,neutral,neutral,positive,positive,yamaha nmax awat motor mboten ribet lan reginipun jangkau
keunggulan mobil Avanza terbaru adalah sparepart - nya yang mudah dicari .,keunggulan mobil avanza paling enggal inggih punika sparepart ipun ingkang gampil dipunpadosi .,neutral,neutral,neutral,positive,neutral,neutral,unggul mobil avanza paling enggal inggih punika sparepart ipun ingkang gampil dipunpadosi
Great New Xenia punya harga yang bersahabat dan interior yang lumayan untuk tipe tertinggi,great new xenia gadhah regi ingkang mitran lan interior ingkang lumayan kangge tipe paling inggil,neutral,neutral,neutral,positive,positive,neutral,great new xenia gadhah regi ingkang mitran lan interior ingkang lumayan kangge tipe paling inggil
brio bagus banget gak bohong !,brio sae sanget mboten dora !,neutral,neutral,positive,neutral,neutral,neutral,brio sae sanget mboten dora
"Semenjak aku mempunyai sebuah unit honda sonic, hidup mungkin terasa bisa leluasa untuk menjangkau ke mana pun ku mau.",wiwit kula gadhah setunggaling unit honda sonic gesang mungkin kraos saged leluasa kangge nyakup dhateng pundi nggih kula badhe.,neutral,neutral,positive,neutral,neutral,neutral,wiwit kula gadhah setunggaling unit honda sonic gesang mungkin kraos saged leluasa kangge nyakup dhateng pundi nggih kula badhe
"Tetapi kalau untuk kaki-kaki , punya saya agak berisik , apalagi lewat jalan rusak , itu kaki-kaki berasa banget bunyi-bunyi nya .",nanging menawi kangge suku-suku gadhah kula radi berisik  punapa malih medal margi risak puniku suku-suku kraos sanget bunyi-bunyinipun .,neutral,neutral,neutral,negative,neutral,neutral,nanging menawi kangge sukusuku gadhah kula radi berisik punapa malih medal margi risak pun sukusuku kraos sanget bunyibunyinipun
"Entah kenapa ya , aku lebih nyaman brio generasi pertama .. Yang kaki kaki nya lebih ceper , good looking di lampu belakang bulat dan kaca semi framless",duka kenging punapa nggih kula langkung nyaman brio generasi pertami .. ingkang suku sukunipun langkung ceper bagus sanget ing dilah wingking bulat lan kaca semi framless,neutral,neutral,positive,positive,neutral,neutral,duka kenging punapa nggih kula langkung nyaman brio generasi tam ingkang suku sukun langkung ceper bagus sanget ing lah wingking bulat lan kaca semi framless
"Mungkin sudah 5 tahun saya pakai Kijang innova . Dalam pemakaian sehari-hari yang intens , mobil ini termasuk ramah perawatan .",mungkin sampun 5 warsa kula angge kijang innova . lebeting panganggenan sadinten-dinten ingkang asring mobil puniki kelebet ramah perawatan .,neutral,neutral,neutral,neutral,neutral,positive,mungkin sampun warsa kula angge kijang innova lebeting panganggenan sadintendinten ingkang asring mobil puniki kelebet ramah awat
Brio selalu lebih punya karakter kuat tersendiri . Sirion kayak ga punya jati diri,brio tansah langkung gadhah karakter kiyat piyambakan . sirion kados mboten gadhah jatos dhiri,neutral,neutral,negative,neutral,neutral,neutral,brio tansah langkung gadhah karakter kiyat piyambakan sirion kados mboten gadhah jatos dhiri
"mobil ku xenia tahun 2004 , tipe Li standar . Spion nya masih yang model tipis , kurang elegan .",mobil kula xenia warsa 2004 tipe li standar . spionipun taksih ingkang model tipis kirang elegan .,neutral,neutral,neutral,negative,neutral,neutral,mobil kula xenia warsa tipe li standar spion taksih ingkang model tipis kirang elegan
fortuner boros banget bensin nya gak kaya altis yang hemat banget,fortuner boros sanget bensinipun mboten sugih altis ingkang hemat sanget,positive,neutral,neutral,neutral,neutral,neutral,fortuner boros sanget bensin mboten sugih altis ingkang hemat sanget
"Mending wuiling almaz . Fitur banyak , mesin turbo , body gede , harga menarik .",mending wuiling almaz . fitur kathah mesin turbo body gede regi menarik .,neutral,positive,neutral,positive,positive,neutral,mending wuiling almaz fitur kathah mesin turbo body gede regi tarik
nih xexi sering dipakai ke Tasikmalaya lewat Nagrek enggak ada masalah tuh .,niki lexi asring dipunangge dhateng tasikmalaya langkung nagrek mboten wonten masalah niku .,neutral,neutral,positive,neutral,neutral,neutral,nik lexi asring dipunangge dhateng tasikmalaya langkung nagrek mboten wonten masalah niku
Pelayanan bengkel Honda AutoBest soekarno hatta jelek banget sih . pantes aja sepi mulu .,pelayanan bengkel honda autobest soekarno hatta awon sanget sih . pantes mawon sepen mawon .,neutral,neutral,neutral,neutral,neutral,negative,layan bengkel honda autobest soekarno hatta awon sanget sih pantes mawon sepen mawon
Kalo dari fitur sih menang sirion . Tapi kalo desain menurut saya brio lebih seksi dan nggak bosenin,menawi saking fitur sih menang sirion . nanging menawi desain midherek kula brio langkung seksi lan mboten bosenin,neutral,neutral,neutral,positive,neutral,neutral,menawi saking fitur sih menang sirion nanging menawi desain midherek kula brio langkung seksi lan mboten bosenin
"keseluruhan gue suka xenia . Murah , desain lucu , muat banyak barang , mudah dibawa , enggak perlu parkiran besar lo . pokok nya Maknyus .",sedayanipun kula remen xenia . mirah desain lucu amot kathah barang gampil dipunbekta mboten betah parkiran ageng lo . pokokipun maknyus .,neutral,neutral,positive,positive,positive,neutral,sedayanipun kula remen xenia mirah desain lucu amot kathah barang gampil dipunbekta mboten betah parkir ageng lo pokok maknyus
