original,translated,fuel,machine,others,part,price,service
saya lebih pilih innova untuk mobil keluarga meskipun harga nya lebih mahal .,kula langkung pilih innova kangge mobil keluwargi sanadyan reginipun langkung awis .,neutral,neutral,positive,neutral,negative,neutral
Mobil saya Avanza type G 1300 cc tahun 2007 sampai sekarang mesin nya tidak rewel dan bahan bakar masih irit .,mobil kula avanza type g 1300 cc warsa 2007 ngantos sapunika mesinipun mboten rewel lan bahan besmi taksih irit .,positive,positive,neutral,neutral,neutral,neutral
Suspensi Xpander empuk dan nyaman,suspensi xpander empuk lan nyaman,neutral,neutral,neutral,positive,neutral,neutral
Mending inilah daripada Honda Jazz city car over price pelit fitur .,mending puniki lah daripada honda jazz city car over price pelit fitur .,neutral,neutral,neutral,negative,negative,neutral
"Desain dasbor HRV kece , seolah-olah semua diorientasikan ke pengemudi",desain dasbor hrv kece kados-kadosipun sedaya diorientasikan dhateng pengemudi,neutral,neutral,neutral,positive,neutral,neutral
"Saya menggunakan avanza tahun 2009 transmisi manual . kualitas mesin top banget . Walaupun dengan pemeliharaan minimal , tetapi hasil nya maksimal .",kula ngangge avanza warsa 2009 transmisi manual . kwalitet mesin top sanget . sanadyan kaliyan pemeliharaan minimal nanging kasilipun maksimal .,neutral,positive,neutral,neutral,neutral,neutral
"saya sih mending xi irit sih beda tipis apalagi macet di kota-kota besar enggak berefek xi buat luar kota enak , tanjakan juga oke .",kula sih mending irit sih benten tipis punapa malih macet ing kitha-kitha ageng mboten murugaken damel jawining kitha eca inggah-inggah ugi oke .,positive,neutral,positive,neutral,neutral,neutral
akhirnya bisa membeli mobil juga . pilihan saya jatuh ke daihatsu xenia sporty . mobil ini sangat nyaman sekali . interior sangat bagus dan elegan . Lari nya juga sangat stabil dan mantap .,pungkasanipun saged tumbas mobil ugi . pilihan kula dhawah dhateng daihatsu xenia sporty . mobil puniki nyaman sanget sanget . interior sae sanget lan elegan . mlajengipun ugi stabil sanget lan mantep .,neutral,positive,positive,positive,neutral,neutral
xenia li punya saya konsumsi bbm - nya irit banget,xenia li gadhah kula konsumsi bbm ipun irit sanget,positive,neutral,neutral,neutral,neutral,neutral
avanza gaya nya jadul ah gak cocok buat mahasiswa,avanza gayanipun jadul ah mboten cocok damel mahasiswa,neutral,neutral,neutral,negative,neutral,neutral
brio bagus banget gak kaya mobil lama saya si calya jelek,brio sae sanget mboten sugih mobil setunggaling kula si calya awon,neutral,neutral,negative,neutral,neutral,neutral
Tidak ada yang bisa mengalahkan ketangguhan mesin Avanza .,mboten wonten ingkang saged ngawonaken ketangguhan mesin avanza .,neutral,positive,neutral,neutral,neutral,neutral
Enteng saat dikendarai . Enggak berat . Onderdil mudah dicari . Banyak konter-konter honda di deket rumah . Jadi enggak perlu jauh mencari tempat servis jauh-jauh .,enteng wekdal dikendarai . mboten awrat . onderdil gampil dipunpadosi . kathah konter-konter honda ing deket griya . dados mboten betah tebih madosi papan servis tebih-tebih .,neutral,neutral,positive,positive,neutral,positive
Yamaha Aerox R tarikan oke mesin hebat bodi sporty,yamaha aerox r tarikan oke mesin hebat bodi sporty,neutral,positive,neutral,positive,neutral,neutral
"Pada tahun 2017 saya beli beat , status saya pelajar jadi saya setiap hari pake ke sekolah jujur tarikan nya nyaman dan juga lincah tetapi yang disayangkan ground clearance - nya kurang tinggi",ing warsa 2017 kula tumbas beat status kula pelajar dados kula saben dinten angge dhateng sekolah jujur tarikanipun nyaman saha lincah nanging ingkang eman-eman ground clearance nipun kirang inggil,neutral,positive,neutral,negative,neutral,neutral
cat xenia entah kenapa gampang banget baret alus .,cat xenia duka kenging punapa gampil sanget baret alus .,neutral,neutral,neutral,negative,neutral,neutral
Xenia li biru dlx AC - nya dingin juga . Mantaplah .,xenia li biru dlx ac ipun asrep ugi . mantaplah .,neutral,neutral,neutral,positive,neutral,neutral
"Harga yang mudah terjangkau oleh siapa pun , model Dan teknologi kekinian , perawatan mudah Dan tentunya irit bahan bakar serta purnajual yang bagus , semuanya berkualifikasi bagus . Mantap memang Honda Beat .",regi ingkang gampil terjangkau dening sinten nggih model lan teknologi kekinian perawatan gampil lan tamtunipun irit bahan besmi saha purnajual ingkang sae sedayanipun berkualifikasi sae . mantep estu honda beat .,positive,neutral,positive,positive,positive,positive
desain dan body interior bagusan fortuner,desain lan body interior bagusan fortuner,neutral,neutral,neutral,positive,neutral,neutral
"kalau melihat spesifikasi nya, harga ertiga lumayan overpriced",menawi sumerep spesifikasinipun regi ertiga lumayan awis,neutral,neutral,neutral,neutral,negative,neutral
dealer dan bengkel nya HRV di situ pelayanan nya bagus banget plus murah mas .,dealer lan bengkelipun hrv ing ngriku pelayananipun sae sanget plus mirah mas .,neutral,neutral,neutral,neutral,neutral,positive
Toyota Calya mobil keluarga lcgc Harga murah yang tidak murahan,toyota calya mobil keluwargi lcgc regi mirah ingkang mboten mirahan,neutral,neutral,neutral,neutral,positive,neutral
walaupun secara keseluruha oke tapi kalo bensinnya boros jadi malas beli,sanadyan kaliyan keseluruha oke nanging menawi bensinipun boros dados kesed tumbas,negative,neutral,positive,neutral,neutral,neutral
"sudah setahun lebih Toyota Calya ini saya pakai ke tempat-tempat ekstrem , namun sampai saat ini pun belum pernah saya temukan masalah pada mobil ini .",sampun sawarsa langkung toyota calya puniki kula angge dhateng panggenan-panggenan ekstrem nanging dumugi wekdal puniki nggih dereng nate kula panggihaken masalah ing mobil puniki .,neutral,neutral,positive,neutral,neutral,neutral
"saya percaya , sejauh ini harga jual toyota lebih mahal ketimbang merek yang lain",kula pitados satebih puniki regi sade toyota langkung awis katimbang merek ingkang sanes,neutral,neutral,neutral,neutral,positive,neutral
kalo punya toyota ya harus sabar aja kalo servis nya buruk,menawi gadhah toyota nggih kedah kantos mawon menawi servisipun awon,neutral,neutral,neutral,neutral,neutral,negative
"Honda Vario yang pasti irit bbm , meskipun motor jenis matic tetapi untuk kecepatan tetap tangguh dibandingkan motor dengan cc yang sama dengan transmisi manual",honda vario ingkang mesthi irit bbm sanadyan motor jinis matic nanging kangge kecepatan tetep tanggen dipunbandingaken motor kaliyan cc ingkang sami kaliyan transmisi manual,positive,positive,neutral,neutral,neutral,neutral
Wuling Confero mobil yang sangat cocok untuk bepergian jauh,wuling confero mobil ingkang cocok sanget kangge kesah tebih,neutral,neutral,positive,neutral,neutral,neutral
Suka banget sama terios baru,remen sanget sami terios enggal,neutral,neutral,positive,neutral,neutral,neutral
"Saya juga pakai Honda . Salah satu yang paling saya suka dari merek ini adalah kepraktisan nya ,",kula ugi angge honda . salah setunggal ingkang paling kula remen saking merek puniki inggih punika kepraktisanipun ,neutral,neutral,positive,neutral,neutral,neutral
Saya pertama coba mengendarai honda beat sporty saya suka tarikan nya lincah dan pada saat tanjakan enteng .,kula pertami cobi mengendarai honda beat sporty kula remen tarikanipun lincah lan ing wekdal inggah-inggah enteng .,neutral,positive,neutral,neutral,neutral,neutral
"calya tidak didesain untuk dipakai di medan yang sulit, lemah!",calya mboten didesain kangge dipunangge ing medan ingkang sisah ringkih!,neutral,neutral,neutral,negative,neutral,neutral
"Kalau buat usaha pakai Li saja , pasti nyaman .",menawi damel usaha angge li mawon mesthi nyaman .,neutral,neutral,positive,neutral,neutral,neutral
altis 2010 saja masih enak apalagi 2014,altis 2010 mawon taksih eca punapa malih 2014,neutral,neutral,positive,neutral,neutral,neutral
"Honda Vario terasa sangat lincah dan tangguh mengantar saya ke mana saja , membelah tiap lekuk dan sudut yogyakarta dan sekitar nya tanpa khawatir kenapa-kenapa .",honda vario kraos lincah sanget lan tanggen ngater kula dhateng pundi mawon membelah saben lekuk lan sudut yogyakarta lan sawentawisipun tanpa kuwatos kenapa-kenapa .,neutral,positive,neutral,neutral,neutral,neutral
Honda HRV kaki-kaki terasa ringkih . Per belakang gampang ngejeduk .,honda hrv suku-suku kraos ringkih . per wingking gampil ngejeduk .,neutral,neutral,neutral,negative,neutral,neutral
"Sebener nya alasan saya milih Honda ya karena lebih enak aja tarikan mesin - nya diajak jalan sehari-hari . Lebih cocok dengan selera saya . Jadi minor change atau major change , cuma soal selera",saleresipun alesan kula milih honda nggih amargi langkung eca mawon tarikan mesin ipun dipun-ajak mlampah sadinten-dinten . langkung cocok kaliyan selera kula . dados ebah alit utawi ebah ageng naming soal selera,neutral,positive,neutral,neutral,neutral,neutral
"awal nya saya sedikit ragu untuk membeli Wuling Confero L , namun dengan harga yang begitu ramah , memaksa saya memilih kendaraan ini .",awalipun kula sakedhik ragu-ragu kangge tumbas wuling confero l nanging kaliyan regi ingkang kados puniku ramah meksa kula milih kendaraan puniki .,neutral,neutral,neutral,neutral,positive,neutral
Kalau aku tetap pilih avanza karena sudah terbukti kehandalan mesin nya.,menawi kula tetep pilih avanza amargi sampun kebukti kehandalan mesinipun .,neutral,negative,neutral,neutral,neutral,neutral
"Xenia Xi sporty kalau pas menghidupkan AC , suara mesin nya berisik banget",xenia xi sporty menawi pas nggesangaken ac suwanten mesinipun berisik sanget,neutral,negative,neutral,neutral,neutral,neutral
avanza kenyamanan nya paling juara,avanza kenyamananipun paling juwara,neutral,neutral,positive,neutral,neutral,neutral
"punya HRV E 2018 , tenaga nya juga lumayan",gadhah hrv e 2018 tenaganipun ugi lumayan,neutral,positive,neutral,neutral,neutral,neutral
Karimun Wagon R sesuai kebutuhan & budget aja biar tetep bisa menikmati nya dan tidak menggangu kebutuhan lainnya,karimun wagon r cocog kebetahan & budget mawon supados tetep saged menikmatinipun lan mboten menggangu kebetahan sanesipun,neutral,neutral,neutral,neutral,positive,neutral
"Avanza ini bodi nya makin bagus , lebih irit bahan bakar , onderdil banyak dan murah , ukuran lebih lega , mudah dijual , harga jual tinggi , dibawa pulang kampung enak , perawatan murah . Lebih elegan .",avanza puniki bodinipun saya sae langkung irit bahan besmi onderdil kathah lan mirah gampil dipunsade regi sade inggil ukuran langkung lega dipunbekta wangsul kampung eca perawatan mirah . langkung elegan .,positive,neutral,positive,positive,positive,positive
honda brio lebih worth it kalo pengen mobil yang fun to drive,honda brio langkung meyakinkan menawi kajeng mobil ingkang fun to drive,neutral,neutral,positive,neutral,neutral,neutral
"Avanza itu karena bobot nya lebih ringan juragan ,",avanza puniku amargi bobotipun langkung ringan juragan ,neutral,neutral,neutral,positive,neutral,neutral
"Yamaha 125 ZR bukan enggak laku , harga nya serasa di awang-awang",yamaha 125 zr sanes mboten pajeng reginipun kraos ing awang-awang,neutral,neutral,neutral,neutral,negative,neutral
berarti mesin Xenia terbukti bagus dan bandel + irit BBM,gadhah artos mesin xenia kebukti sae lan bandel + irit bbm,positive,positive,neutral,neutral,neutral,neutral
"Menurut saya veloz gak seindah itu om , gak ada nyaman-nyaman nya kalo dibandingin lawan2 nya .",midherek kula veloz mboten seindah puniku om mboten wonten nyaman-nyamanipun menawi dibandingin lawan2ipun .,neutral,neutral,negative,neutral,neutral,neutral
gue punya mobil rentalan 50 biji xenia umur nya sudah 3 tahun semua satu pun kagak ada yang meledak mesin nya .,kula gadhah mobil rentalan 50 biji xenia umuripun sampun 3 warsa sedaya setunggal nggih mboten wonten ingkang meledak mesinipun .,neutral,positive,neutral,neutral,neutral,neutral
"Iya memang xpander , fasilitas servis nya juga bagus banget",nggih estu xpander fasilitas servisipun ugi sae sanget,neutral,neutral,neutral,neutral,neutral,positive
salah satu yang saya suka dari yamaha adalah after sales service nya,salah setunggal ingkang kula remen saking yamaha inggih punika after sales servicenipun,neutral,neutral,neutral,neutral,neutral,positive
semua produk nissan laku keras di pasaran .,sedaya produk nissan pajeng sora ing pasaran .,neutral,neutral,positive,neutral,neutral,neutral
"Selama 2 tahun belum ada kendala, Sigra memang mantap.",salami 2 warsa dereng wonten pambengan sigra estu mantep.,neutral,neutral,positive,neutral,neutral,neutral
"Ternyata pelayanan bengkel-bengkel yamaha asli jelek banget , gue bagusin stater hand sampe bolak balik cuma kasih duit ke bengkel nya tapi tetep enggak bisa digunain stater gue .",kasunyatanipun pelayanan bengkel-bengkel yamaha asli awon sanget kula bagusin stater hand dumugi wongsal-wangsul naming asih arta dhateng bengkelipun nanging tetep mboten saged dipunangge stater kula .,neutral,neutral,neutral,neutral,neutral,negative
Aduh jadi nyesel ngambil alya,aduh dados nyesel ngambil alya,neutral,neutral,negative,neutral,neutral,neutral
masa saya ke sana waktu hari kerja pekerja nya cuma sedikit bagaimana ini pelayanan dari daihatsu buat pelanggan nya,masa kula mrika wekdal dinten nyambut damel pekerjanipun naming sakedhik kados pundi puniki pelayanan saking daihatsu damel pelangganipun,neutral,neutral,neutral,neutral,neutral,negative
mesin Avanza juga bertenaga juragan .,mesin avanza ugi bertenaga juragan .,neutral,positive,neutral,neutral,neutral,neutral
"Altis G 2003 MT , Mesin rasanya powerful banget di rpm 2.500 pun mantap .",altis g 2003 mt mesin raosipun powerful sanget ing rpm 2.500 nggih mantep .,neutral,positive,neutral,neutral,neutral,neutral
bangga banget saya punya mobil xenia ini walaupun harga nya mahal .,bingah sanget kula gadhah mobil xenia puniki sanadyan reginipun awis .,neutral,neutral,positive,neutral,negative,neutral
pilihan warna brio lucu-lucu semua bingung pilih mana,pilihan warni brio lucu-lucu sedaya bingung pilih pundi,neutral,neutral,neutral,positive,neutral,neutral
Saya memiliki motor Vespa sprint itu adalah motor yang saya pakai dari SMA saat masa-masa itu motor paling keren bagus dan ganteng deh pokok nya harga nya bersahabat,kula nggadhahi motor vespa sprint puniku inggih punika motor ingkang kula angge saking sma wekdal kala puniku motor paling keren sae lan bagus deh pokokipun reginipun mitran,neutral,neutral,positive,neutral,positive,neutral
cocok banget avanza untuk dibawa liburan bersama keluarga nyaman sekali,cocok sanget avanza kangge dipunbekta liburan sareng keluwargi nyaman sanget,neutral,neutral,positive,neutral,neutral,neutral
"enak juga nih xenia 1000 cc , irit dan lincah hehe",eca ugi niki xenia 1000 cc irit lan lincah hehe,positive,positive,positive,neutral,neutral,neutral
"Suspensi toyota calya nyaman , muat banyak , inline 4 Silinder dengan VVT - i technology bisa buat taksi daring",suspensi toyota calya nyaman amot kathah inline 4 silinder kaliyan vvt -i technology saged damel taksi daring,neutral,neutral,neutral,positive,neutral,neutral
"ertiga gaya nya oke banget, tarikan juga mantap dan bandel tapi sayang nya boros banget",ertiga gayanipun oke sanget tarikan ugi mantep lan bandel nanging sayangipun boros sanget,negative,positive,neutral,positive,neutral,neutral
"Daihatsu Xenia yang paling pas buat saya dan keluarga , perawatan lebih mudah dan part lebih murah dari kendaraan merek lainnya .",daihatsu xenia ingkang paling pas kangge kula lan keluwargi perawatan langkung gampil lan part langkung mirah saking kendaraan merek sanesipun ,neutral,neutral,positive,positive,neutral,positive
